{'formasi_id': '07cfc4b9-ff47-4682-9a5f-3fb9bf276314', 'ins_nm': 'Badan Narkotika Nasional', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'BADAN NARKOTIKA NASIONAL | BNNP JATIM | BNNK SIDOARJO | KLINIK PRATAMA BNNK SIDOARJO', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7400000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': '62aadc38-3927-45e3-8355-e94b315c7e98', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | INSTITUT PEMERINTAHAN DALAM NEGERI | IPDN KAMPUS PAPUA | KLINIK PRATAMA IPDN KAMPUS PAPUA', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': '6bbca55b-f320-4c4b-9d0b-7fad05e2433c', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA | SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA | Klinik BPSDM Kemendagri', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': '72bd8135-8027-4772-a62c-cb76cd1ab4f8', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | INSTITUT PEMERINTAHAN DALAM NEGERI | BIRO ADMINISTRASI UMUM DAN KEUANGAN | KLINIK PRATAMA IPDN JATINANGOR', 'jumlah_formasi': 4, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': '7476c3fb-20f8-4357-bdeb-ac5ba44fd01c', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA | PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA REGIONAL BANDUNG | Klinik Pratama PPSDM Kemendagri Regional Bandung', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': '88ab6087-3a4b-405b-93b7-3dc038e66a15', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | SEKRETARIAT JENDERAL | BIRO UMUM | Klinik Pratama Kantor Pusat Kementerian Dalam Negeri', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': '8a356418-d66f-41ed-9a8a-e901a46c0718', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | INSTITUT PEMERINTAHAN DALAM NEGERI | BIRO ADMINISTRASI UMUM DAN KEUANGAN | BAGIAN ADMINISTRASI KAMPUS JAKARTA | KLINIK PRATAMA IPDN KAMPUS JAKARTA', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': 'a842cbf8-73ce-4e6e-8187-a50ab4a18e82', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | INSTITUT PEMERINTAHAN DALAM NEGERI | IPDN KAMPUS KALIMANTAN BARAT | KLINIK PRATAMA IPDN KAMPUS KALIMANTAN BARAT', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': 'ae912f28-f81d-4b11-b456-f72b3f4f732b', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | INSTITUT PEMERINTAHAN DALAM NEGERI | IPDN KAMPUS SULAWESI UTARA | KLINIK PRATAMA IPDN KAMPUS SULAWESI UTARA', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': 'b7b50fa2-0e9c-422e-8d5f-5727783eb2eb', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | BADAN STRATEGI KEBIJAKAN DALAM NEGERI | SEKRETARIAT BADAN STRATEGI KEBIJAKAN DALAM NEGERI | Klinik Pratama BPP Kemendagri', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': 'ca837d02-f878-42f0-915c-50c1b8726122', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | INSTITUT PEMERINTAHAN DALAM NEGERI | IPDN KAMPUS SULAWESI SELATAN | Klinik Pratama IPDN Kampus Sulawesi Selatan', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': 'ec2cc676-9723-4326-820c-b0f1060ba54d', 'ins_nm': 'Kementerian Dalam Negeri', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN DALAM NEGERI | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA | PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA REGIONAL YOGYAKARTA | KLINIK PRATAMA PPSDM REGIONAL YOGYAKARTA', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '8000000', 'gaji_max': '15000000', 'jumlah_ms': 0}
{'formasi_id': '269d55c5-68b6-42a8-8440-36f82ff5ac2c', 'ins_nm': 'Kementerian Energi dan Sumber Daya Mineral', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL | Sekretariat Jenderal | Biro Umum | BAGIAN RUMAH TANGGA DAN PEMELIHARAAN | SUBBAGIAN RUMAH TANGGA SEKRETARIAT JENDERAL | Klinik Pratama Kementerian Energi dan Sumber Daya Mineral', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7506620', 'gaji_max': '8124112', 'jumlah_ms': 0}
{'formasi_id': '4bad475c-ab79-44c8-842e-774615a9786c', 'ins_nm': 'Kementerian Energi dan Sumber Daya Mineral', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL | Badan Geologi | Pusat Sumber Daya Mineral, Batubara dan Panas Bumi | BAGIAN UMUM | Klinik Pratama PSDMBP', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7361620', 'gaji_max': '7979112', 'jumlah_ms': 0}
{'formasi_id': 'bab3bcbf-8129-40c7-88ae-3a0e78725382', 'ins_nm': 'Kementerian Energi dan Sumber Daya Mineral', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL | Badan Geologi | Balai Besar Survei dan Pemetaan Geologi Kelautan | BAGIAN UMUM | SUBBAGIAN PERLENGKAPAN, RUMAH TANGGA, DAN PENGADAAN | Klinik Pratama Puslitbang Geologi Kelautan', 'jumlah_formasi': 2, 'disable': 0, 'gaji_min': '7205020', 'gaji_max': '8191432', 'jumlah_ms': 0}
{'formasi_id': 'bac627da-843d-42e3-869d-51a181162a47', 'ins_nm': 'Kementerian Energi dan Sumber Daya Mineral', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL | Direktorat Jenderal Energi Baru, Terbarukan, dan Konservasi Energi | Sekretariat Direktorat Jenderal Energi Baru, Terbarukan dan Konservasi Energi | BAGIAN UMUM | SUBBAGIAN PERLENGKAPAN DAN RUMAH TANGGA | Klinik Pratama Direktorat Jenderal EBTKE', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7141620', 'gaji_max': '7759112', 'jumlah_ms': 0}
{'formasi_id': 'd1fce514-5d5e-464f-84b4-e49acd258417', 'ins_nm': 'Kementerian Energi dan Sumber Daya Mineral', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL | Direktorat Jenderal Minyak dan Gas Bumi | Sekretariat Direktorat Jenderal Minyak dan Gas Bumi | BAGIAN UMUM | SUBBAGIAN PERLENGKAPAN DAN RUMAH TANGGA | Klinik Pratama Ditjen Migas', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7000000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': 'e802ce3a-526c-41b7-a591-838099ccab79', 'ins_nm': 'Kementerian Energi dan Sumber Daya Mineral', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL | Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral | Pusat Pengembangan Sumber Daya Manusia Aparatur | BAGIAN UMUM | Klinik Pratama Pusat Pengembangan Sumber Daya Manusia Aparatur', 'jumlah_formasi': 1, 'disable': 0, 'gaji_min': '7400000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': '1bb620f3-62bd-4060-9b41-47873355df2b', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Mataram', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '1c951065-3c91-4f9b-b5fd-13dded41e27e', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Besar Kekarantinaan Kesehatan Denpasar', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '2662d4ca-2cf4-473a-94b9-fba9910d9a38', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Jayapura', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '36fb86cc-4775-4033-9b48-fb633de3d569', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Banjarmasin', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '5000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '4ff289f6-0a77-4d17-b680-14e574446533', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas II Pangkalpinang', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '56948855-9af5-481d-945d-4919b965db2a', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Probolinggo', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '5000000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': '5c822317-114a-4a7b-9c64-f1ce6ae4beee', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas II Sabang', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '7c4bcc5c-5a21-4a11-a6ac-30e174b7c5e8', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Kupang', 'jumlah_formasi': 4, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '850e4e1b-b6b3-47b7-b97a-1b1d996a13a5', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Besar Kekarantinaan Kesehatan Soekarno Hatta', 'jumlah_formasi': 4, 'disable': 1, 'gaji_min': '3000000', 'gaji_max': '6500000', 'jumlah_ms': 0}
{'formasi_id': '95822cb6-964c-420c-93cf-314d002df14b', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas II Biak', 'jumlah_formasi': 5, 'disable': 1, 'gaji_min': '6000000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': 'a173483c-df9d-4f88-99ce-b92ec9e5a680', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Ambon', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'a900e362-b850-46d7-9298-2bcf8869b5ac', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Tarakan', 'jumlah_formasi': 4, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'af2d3e6d-273f-4daa-bfcf-8ee9ac56be51', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Besar Kekarantinaan Kesehatan Tanjung Priok', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'c048d703-c41a-45e4-848b-fd885daf0a1c', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Loka Kekarantinaan Kesehatan Labuan Bajo', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '5000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'c5ad1374-0b63-4219-960b-55bc74037ea8', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Panjang', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'de06de4d-3b1a-4d88-8365-4d803689cbc1', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Loka Kekarantinaan Kesehatan Entikong', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'df504bde-ccf9-4503-8450-7d52851e2ac0', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Pekanbaru', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'e69d158d-6925-41bf-a965-d4791847e36a', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Besar Kekarantinaan Kesehatan Batam', 'jumlah_formasi': 6, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'ed7bc840-8d4e-409c-8010-c32aa06f6d41', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas II  Lhokseumawe', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': 'eedbfae1-4e3a-4b25-b4b5-41b41e90e1c0', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'EPIDEMIOLOG KESEHATAN TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas I Banda Aceh', 'jumlah_formasi': 5, 'disable': 1, 'gaji_min': '5000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '00eb30de-a9f7-4e7d-8ab0-20dc219a6b68', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pencegahan dan Pengendalian Penyakit | Balai Kekarantinaan Kesehatan Kelas II Jambi', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '4000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '0792dbeb-ba34-4f1b-bf5b-5c5e9be0a6cf', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Sekretariat Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Makassar | Direktorat Medik dan Keperawatan | Instalasi Rawat Intensif', 'jumlah_formasi': 42, 'disable': 1, 'gaji_min': '3203600', 'gaji_max': '7798750', 'jumlah_ms': 0}
{'formasi_id': '0954dca0-87fe-4990-a438-e11ebc6f1acb', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Sekretariat Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Makassar | Direktorat Medik dan Keperawatan | Instalasi Rawat Inap', 'jumlah_formasi': 165, 'disable': 1, 'gaji_min': '3203600', 'gaji_max': '7798750', 'jumlah_ms': 0}
{'formasi_id': '0d85044b-8a6f-49bd-85e5-c10ec77f3c90', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Umum Pusat H. Adam Malik Medan | Direktorat Medik dan Keperawatan | Instalasi Bedah Sentral', 'jumlah_formasi': 12, 'disable': 1, 'gaji_min': '3000000', 'gaji_max': '8000000', 'jumlah_ms': 0}
{'formasi_id': '0f126f4f-bc53-47eb-b590-a90153d408a3', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Umum Pusat Fatmawati Jakarta | DIREKTORAT MEDIK DAN KEPERAWATAN | INSTALASI INTENSIF', 'jumlah_formasi': 2, 'disable': 1, 'gaji_min': '5000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
{'formasi_id': '0f6309a6-f854-4f2b-b41f-164912c0e872', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Sekretariat Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Makassar | Direktorat Medik dan Keperawatan | Instalasi Gawat Darurat', 'jumlah_formasi': 13, 'disable': 1, 'gaji_min': '3203600', 'gaji_max': '7798750', 'jumlah_ms': 0}
{'formasi_id': '0fde89d8-b57d-4abc-b8bd-7516c3e22841', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Umum Pusat Dr. Kariadi Semarang | Direktorat Medik dan Keperawatan | Instalasi Eksekutif', 'jumlah_formasi': 7, 'disable': 1, 'gaji_min': '3098800', 'gaji_max': '10292699', 'jumlah_ms': 0}
{'formasi_id': '10986aad-76e6-48f1-9e6a-df234303c70a', 'ins_nm': 'Kementerian Kesehatan', 'jp_nama': 'PPPK Tenaga Kesehatan', 'formasi_nm': 'KHUSUS', 'jabatan_nm': 'PERAWAT TERAMPIL', 'lokasi_nm': 'Kementerian Kesehatan | Direktorat Jenderal Pelayanan Kesehatan | Rumah Sakit Anak dan Bunda Harapan Kita Jakarta | DIREKTORAT MEDIK DAN KEPERAWATAN | INSTALASI RAWAT JALAN', 'jumlah_formasi': 1, 'disable': 1, 'gaji_min': '3000000', 'gaji_max': '7000000', 'jumlah_ms': 0}
